can you tell me my credit rating	30
are you an actual human	5
which subjects can you tell me about	142
book room for me and her under the name kendra	101
don't talk so slow	23
do you own any animals	38
please talk slower for me if you can	23
if i travel there, do i need a visa	61
what does it look like i will be paying in federal taxes this year	117
where do you hale from	145
thanks for the assist	120
is traveling to france safe	132
how long will it take to get to tacoma	37
speak german	22
what can i do in hong kong	134
give me a cool fact about potatoes	46
will i be permitted to take my vacation	90
tell my something funny	118
i need for you to skip this song	75
send my current location to steve, please	110
is my order at the delivery address	82
do i have any meetings on my calendar today	70
thank you for the chat, goodbye	49
is mcdonalds busy around 9	51
can you slow down your rate of speech	23
i can't give you an answer to that	66
please pay my utility bill from my wells fargo checking account	83
put this in my workout playlist	136
what's the recommended cooking time for steak	27
can you move my money to my savings	130
what is the reservation policy for spago in beverly hills	0
remind me to call my mom	95
tell me how to say hello in chile	131
i would like to find a list of cool things recommended for tourists in copenhagen, denmark	134
give me location for tourist destination in bangkok	134
give me harry potter trivia	46
i need know know the reward balance for my visa	104
i need to know my phone's location	41
can you answer all types of questions	142
what are my health benefits like	57
do i need to get any shots before travelling to australia	138
when should i change my oil	79
is there an uber going to downtown	135
where can i locate my routing number for chase please	107
convert 100 dollars to euros	39
what's the mpg rating on my car	72
i wonder if i have enough money in my chase account for a bike	6
you can call me jason	24
will you please read the things on my shopping list	111
does my tv need a socket conveter in ny city	87
i would like to learn to make cookies	92
can you tell me how good my card's apr is	4
what's the exchange rate betwen usd and euros	39
when do i get my paycheck	84
what is a good apr	4
when should my car's tires be changed	124
add my next doctor visit to my calendar	13
send joe a text	119
please let me review all items on my mastercard from this billing period	129
any recommendations for a greek dinner	67
i'd like to know how to make changes for my insurance policy	58
my disney visa card is stolen	99
how much do i owe on all of my bills	7
put whisper mode on	146
can i keep rice in the fridge for 3 days	44
what transactions have i made in the last few weeks	129
what is it at, the ac temperature	113
repeat my to do list	126
add swimming to my calendar today	13
i do not know the answer to that	66
do you think i have enough money in my chase account for a new pair of sneakers	6
why was my credit card not accepted	18
how do i get to the movie theater by bus	36
command cancel	15
what pets are with you	38
what recreational activities do you enjoy	141
my name is jason	24
tell me the calorie content of frosted flakes	14
a volume of 4 is ideal please	25
transfer ten dollars from my wells fargo account to my bank of america account	130
how long to seattle on a bus	37
i want to know where to visit in bangkok	134
give me the date	33
put wash the dog on my to do list please	127
no good	76
i need to know the credit limit	28
what steps can i take to improve my credit score	53
can you tell me what a septuagenarian is	34
can you initiate a block on my bank of america checking asap	45
tell me how i know when to pay my chase bill	8
can i make reservations at grub burger	0
would you translate a phrase into mandarin for me	131
how long will the trip to portland be	37
goodnight	49
do you think my name is jeff	137
where do i report if i lost my luggage	64
i am now out of checks, how do i order new ones	81
don't talk anymore	15
can i get my car jumped for this dead battery	62
what kind of ingredients go into the chicken a la king	56
what is my old navy card's rewards balance	104
what hour is it in london	121
how many gallons is 50 liters	69
send a text to mom saying i'm on my way	119
what is the interest rate at pnc	59
give me celcius to fahrenheit	69
i want to change the pin number on my credit union account	85
how safe is visiting canada this week	132
will i be charged if i use my card in vietnam	60
at what point will the review of my credit card application be completed	3
what song am i hearing	144
how much did i spend on grocery shopping recently	115
would you talk a bit faster instead	23
what is the nutrition information for shrimp scampi	77
hi, ai	50
tell me the exchange rate between here and country b	39
i enjoyed our talk, goodbye	49
how can i learn how to use direct deposit	35
does my visa have international transaction fees	60
secure the doors	113
does spago in beverly hills allow customers to make reservations	0
how long has it been since i was paid	84
is it okay to switch apples for grapes	55
when should i change my tires	124
now restore the original settings	100
i need to know if boston restaurant has favorable reviews	102
call contact aj	65
switch the pin on my visa account	85
am i ready for an oil change soon	79
my card was in my pocket and bent	32
what is the balance in my pnc account	6
what's my latest credit score	30
how long is the wait at applebee's tonight	51
how do you show my name	137
help! i'm a victim of credit card fraud!	98
what do i have to do	126
i want to hear my reminder list	94
is cooked chicken still good after being refrigerated for two weeks	44
how long to washington dc on a bus	37
how many pto days are in my possesion	88
was is my salary	54
can you suggest a mexican dish	67
what benefits do i have for insurance	57
set my alarm for eight tomorrow, please	2
do i have any meetings today between 9 and 10:30	70
i would like to know delta's carry on policy	19
what is my interest rate for my scotiabank account	59
are there any travel alerts for juarez	132
turn down your volume please	25
add song to media playlist	136
no, that's not it	76
explain what my credit limit is	28
please order an iphone7 for me	80
does more than one carry on cost extra at ryanair	19
what animals await you at home	38
jason is my name	24
what's the gas mileage on a juke	72
that makes sense as well	149
could you tell me what kind of money i've recently spent	115
the credit limit i have needs to be changed	29
what's my credit limit for my visa card	28
will you start calling me chaz	24
where can i locate the ally routing number	107
redeem credit card points	93
i'm wanting you to flip a coin	43
add to my list of things to do: wash the dog	127
could you tell me how to make changes to my insurance policy	58
i lost a card and i need to report it	99
possibly either one	66
set the timer for 10 minutes	122
what are my coordinates	31
put one hundred and seventy five bucks in my wells fargo checking account from my citibank savings account	130
where is your favorite restaurant to eat	103
what can i do if i lost my luggage	64
how many pto days are available	88
i need to know what dominate means	34
can you remove this event from my calendar, please	13
was my order brought here	82
please delete the items on my to do list	127
how many days before milk expire	44
where do i report fraud on my credit card	98
how many calories are in a serving of deans french onion dip	14
can i change you name to gretchen	21
i need quiet; use whisper	146
my card was stolen, how do i report this	99
is rice good for me	77
take one hundred and fifty bucks from my wells fargo checking account and put it in my wells fargo savings account	130
can i make an appointment to get my tires checked	108
flip the coin ai	43
can you tell me if there is anything on my todo list	126
hey how's it going	50
how much have i recently spent	115
how would i go about spelling malignant	114
please play the song that goes like america the beautiful	86
are there any necessary shots required before travel to thailand	138
i need you to check the air levels in my tires and let me know if i have enough in them	125
define antagonist for me please	34
when will my credit card application be reviewed	3
what is the total of my repair bill	7
will you check to see if i am still reserved for 6:30 pm at gusto handcrafted pasta & pizza	26
what will be the weather tomorrow	140
set me an alarm now	2
you have my gratitude	120
set a reminder for me to request time off work around the holidays	95
what type of electrical plug do they use in spain	87
i need an idea for a french dinner	67
what is the apr on my citibank card	4
i'd like to know the meaning of life	68
how many tablespoons are there in half of a cup	69
you shall address me as nick	24
this was fun, see you around bye	49
i need a roll on a 6 sided dice	105
flip a coin now	43
disconnect sync from my phone	116
i need alarm for both 4am and 7am	2
what country are you from	145
can you slow down the rate at which you talk	23
did my vacation get approved yet	90
i need to know the weather	140
can you tell me where my phone is	41
i wanted to remember somethings, what was it	94
when did the oil get changed	63
tell me my reminder list	94
i'd like to know how changes are made to my insurance policy	58
british columbia can be found in what timezone	123
how many day off i have taken	91
what timezone do ho chi minh use	123
can i rent a car from dfw airport from march 1st to march 8th	17
you can remove the dinner party from my calendar for january 21, 2019	13
who is your manufacturer	148
does the uk require a travel visa	61
what place were you made at	145
please roll that dice	105
i need to know when is the next holiday here	74
confirm my johnny rockets reservation for this evening	26
how many miles will i get for one gallon on this car	72
when is the electric bill due	8
i want to report fraudulent activity on my mastercard	98
location currently, where	31
add a doctor's appointment to my calendar for friday	13
find list of ingredients i would need to bake a funnel cake	56
i would like to find out how to cash out cred card points	93
how much money do i make a week	54
i don't want my current pin for my wells account anymore	85
reset to factory settings	100
how much do i pay in taxes every year	117
10 minutes is what the timer should be set at	122
good morning, ai	50
please flip a coin	43
are there any travel alerts for seattle	132
what is the amount of vacation day i have used	91
do my tires have enough air in them	125
can you make a reservation in tampa from may 2 to may 4	10
name this song	144
way to change car oil	78
carla doesn't want her olive garden reservation anymore	16
gas type needed for this car	48
my credit limit needs to me changed	29
can i afford a new tv from my savings account	6
i want you to know it's a true statement	149
is there a due date on the bill	8
quit talking	15
who's your creator	148
when would it be wise for me to swap out my tires	124
how long do i need to cook beef stew for	27
how much can i spend on my discover card	28
has my request for vacation time been approved	90
this was a nice conversation	49
in what timezone is atlanta located	123
uber ride available from here to downtown	135
at what time is my flight scheduled to land	42
how long before i need to replace my tires	124
is it possible to do a reservation at the bellagio	0
i am enrolled in an insurance plan and need to know what it is	57
can we call mark	65
can you give me instructions on how to make alfredo	92
what's the minimum payment on my bill	71
are there any ubers available in my area right now	135
transfer 50 dollars from my checking account to my money market account	130
pull up my credit card application's current status	3
tell me a fun fact about the moon landing	46
i need your assistance to solve this math problem	11
can you permanently talk faster	23
what is the route to take to report a lost card	99
convert 2 cups to liters	69
i want to update my pin number on my bank of america account	85
don't have any idea	66
i would like you to suggest a chinese dish	67
i would like to report a fraud on my wells fargo card, please	98
would it be ok if i have pepper and not salt	55
negatory	76
cancel my reservation for 5 at the loft	16
how much gas do i have	47
i have no checks and need to order new checks	81
how do i get a w2 form	139
will you please do the male british accent	20
please call me charlile from here on out ok	24
i think dan scheduled a meeting today with me, can you double check please	70
did i put elbow noodles on the shopping list	111
set a reminder for me to request time off	95
undo my reservation for 5 at the loft	16
help me solve this math equation	11
could you translate this into chinese for me, please	131
what you age on your last birthday	52
what's today's weather	140
whare the ingredients for the stir fry	56
what withdrawals were there on my account yesterday	129
please put a hold on my retirement account right now	45
please turn your volume up	25
set up a 52 minute timer	122
certainly not	76
how much is $1 usd worth in euros	39
can you cancel it	15
give my gps location to jason	110
i need a flight from the 3rd to the 7th round rip from denver international to new york international	9
how long before i'm on e	47
how many points have i earned with my amex card	104
do i have soda on my shopping list if not please add it	112
tell me how i can apply for a chase credit card	73
my car's tires are due to be looked at, can you help me get an appointment for that	108
could you let me know how many pto days do i have left	88
let lisa know where i am now	110
can you tell me the drive time to the nearest gas station	37
i need to know when my credit card is going to expire	40
lowest amount for cable bill	71
is there a holiday this month	74
what date will it be 7 days from now	33
is it possible to add grapes to my shopping list if they aren't on there already	112
should i cook this for a long time	27
can my 401k rollover or not	106
what is my card's apr	4
how many tablespoons is 5 teaspoons	69
what's my credit rating right now	30
configure this to factory settings	100
go into whisper mode	146
i need to add iep meeting to my calendar on april 15th	13
order dog food from walmart	80
would it be a problem to sub chips instead of fries	55
how many vacation days have i accumulated	88
please use your whispering voice; i need quiet	146
spirit mastercard card was taken	99
how do i get rewards from my visa card	93
help me buy a black iphone7	80
i don't need my reservation for 5 at the loft please cancel it	16
can you tell how many days i already took off this year	91
my account looks to be blocked and i have no idea why	1
i ordered some new speakers, so when will they get here	82
please turn your speaker volume up	25
what is that song called	144
i'd like to increase my credit limit	29
i have a vacation request that i need made	89
please check my tires and let me know if i have sufficient air in them	125
order all of my shopping list	80
how many gallons of gas are in my car	47
what hobbies do you have alexa	141
what is the process to set up a meeting	109
tell me where i left my phone	41
what kind of interest can i expect with my chase account	59
i need a hotel room for 7 people in st louis for november 3rd through 5th	10
tell me a cool fact about reno	46
rescind	15
my car needs maintenance but i don't know if i can schedule an appointment for that	108
do i have cheese on my shopping list if not please add it	112
how bad is traffic on the way into oakville right now	128
can't say	66
please turn the tv on	113
how many ounces in a liter	69
where did you come from	145
relate to me what my credit score is	30
read my reminder list back to me	94
when will my vacation get okayed	90
what's the exchange rate between country a and country b	39
i keep trying to figure out if i have enough money in my chase account to purchase a new set of tires	6
how long does it take before you have to change your oil	79
how long should i cook country fried potatoes for	27
how long is the wait at chipotle right now	51
could that be repeated	96
stop it	15
what is the current status of my credit card application	3
i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm	101
will my 401k carryover	106
what do i need to jump start a battery	62
how should i go about improving my credit score	53
can you find me a flight from denver international to new york international on the 4th for under 700 dollars	9
can you play the song that goes doo doo doo	86
who can jump off my dead car battery	62
how much have i spent on eating out recently	115
i was wondering about the vacation time you said you'll approve	90
the ac, could you tell me the temperature	113
at what time should i be boarding my flight	42
i ran out of checks and need more asap	81
what insurance do i have	57
i need to know my tax rate	117
what to do in minneapolis	134
your name is	143
i am curious to know if you are a bot	5
can you remove that event from my calendar, please	13
how many years have you been living	52
how much is my salary	54
how much money a year do i spend in taxes	117
please change your language setting to russian	22
please skip this song and go to the next one instead	75
will it take more than a month to get a new card	97
i need a new pin on my chase account	85
what can i do to get a better credit score	53
can i have a reminder set up	95
can you please tell me how long it will take to get to target in austin	37
i accidentally caught my card on fire	32
i'm out of paper towels so will you put that on my shopping list	112
when is the next holiday in this country	74
i did not hear what you said	96
how old are you in 2019	52
please let me know if my discover card application has been approved	3
what does idiosyncratic mean	34
initiate a call to robert	65
i need my credit limit changed	29
i want you to reset to factory settings	100
can you tell me how many vacation days have i taken	91
please pair with my phone	116
nix that reservation for 4 at strip house	16
i need an alarm set for ten pm and midnight	2
do i have enough gas to get to buffalo	47
i want assistance with my utility bill	83
add up 8 and 7	11
transfer funds to the other account	130
tell me about the chase credit card application process	73
thanks for your help	120
what are the review for mcdonald's	102
send me an uber to arrive at 5pm at my house and there will be two people going to scully's downtown	135
can you tell me a joke about a lawyer	118
does long horns do reservations	0
after 3 days in the fridge is rice safe to eat	44
does greece currently have any travel alerts in place	132
who tracks my credit score	30
how can i set up a meeting	109
how much time to drive to the closest bank	37
how long does it take a new card to arrive in the mail to me	97
erase my to do list	127
talk faster than that	23
i need you to text mickey saying 'can we reschedule	119
can anyone let me know the reason behind my frozen bank account	1
can you find some instructions on how to change my oil	78
next song please	75
i need my reservation to be cancelled for nugget to xiomara's restaurant	16
do you know what my precise credit score is	30
raise my credit limit	29
i'm out of cleaning supplies, remind me on my list	112
heyo	50
i would prefer not	76
what timezone is the country in	123
what is 87 divided by 4	11
what is the next song on this playlist	75
let me know my card's apr	4
say my name in a sentence	137
i'm sorry please repeat the question	96
go back to default settings	100
i am bored and need new dinner recommendations	67
what timezone is hanoi in	123
can you speak more slowly	23
on tuesday i will be leaving for tennessee and will not be returning until the twenty ninth, alert my bank of this	133
how do i get to the fine arts center by foot	36
read back my day for march 4th 2019	12
where are you from if i may ask	145
using my card in tulsa won't cause me to be charged extra will it	60
make the male british accent please	20
what time is my flight going to land	42
my card just got declined when i was in home depot buying tile	18
robbie needs to know aboutthis so would you text robbie to let them know	119
how well is the gas mileage while i'm in the city	72
i have to know the credit limit	28
please delete my todo list	127
share my location with apple	110
what is the square root of 8814	11
will my card expire on a certain month	40
are you 16 years old	52
w-2 tax form where is it	139
fetch the song smells like teen spirit and play it	86
can you remove this event from my calendar	13
how many calories are in a bowel of wheaties	14
please say that again	96
can you roll a dice for me	105
where do i locate the routing number for the credit union	107
i'm at a new job and i need to do a 401k rollover, how do i do this	106
i'd like to change the pin number on my visa account	85
i'd like you to add oranges to my shopping list	112
rollover my 401k assistance	106
how do i cash in credit card points	93
what is the best type of gas for this car	48
i meant no	76
do i need a travel visa for the uk	61
when was my last oil change	63
i want david to know where i'm at	110
dial the last number that called me	65
what's my federal tax this year	117
i want to know the bofa routing number	107
how many calories are in oreos	14
what are the steps to take to report a lost card	99
i want to find a flight for under 700 on the 4th from denver international to new york international	9
what's your home town	145
how to change oil of a car	78
what is the derivative of x squared plus 5	11
what is my insurance coverage	57
scrap reservation at 4 for red robin	16
i have an appointment on the 5th put it on for 5pm	13
alert my bank and tell them that i will be in vermont	133
need help with frozen bank account	1
can i increase my credit limit	29
stop syncing with my phone	116
is flight dl123 due to land as schedule	42
how much interest do i get on my citizen's savings account	59
what is the time zone of china	123
can you give me the carry-on rules for american airlines	19
i need a timer that is set at 1 hour exactly	122
is my dinner reservation for gusto handcrafted pasta & pizza at 6:30 pm still valid	26
can you help me change my credit limit	29
where is the closet bus stop to go to downtown dallas	36
how are those mcdonald's reviews looking	102
what is 543 times 344	11
erase the items on my to do list	127
let me know if grub burger takes reservations	0
find me cat trivia now please	46
figure out for me when i ought to change my tires next	124
where were you programmed	148
i want the name of your boss	147
what ingredients do i need for shrimp scampi	56
do you remember when i last got my car looked at	63
is chocolate good for you	77
i want new language	22
can you have your name changed to fred	21
in france do they require socket conveters	87
how many ounces in a cup	69
what's my pnc balance	6
you need to change your language setting to russian please	22
cancel reservation at eight for the group	16
how do you spell umbrella	114
can you create a meeting for 3:00 on wednesday	109
please double check on my reservations for buffalo wild wings at five for the game	26
give me the timezone where vancouver is	123
has my maternity leave been approved	90
what is the proper fuel type for my car	48
let me know if i can use ketchup in place of the mustard	55
can you check on the status of my credit card application	3
how many hours of vacation have i saved up	88
are you involved in hobbies	141
i want to change my bank of america account pin number	85
you can remove the field trip from my calendar for march 12, 2019	13
what name is saved for me	137
where do i go to look at my credit score	30
is a shot required before traveling to mexico	138
i want to know how to change oil, tell me the steps one at a time while i work through it	78
say that i am in tulsa, will i be charged even more if i use my card	60
help me book a car rental in austin for april 11th to 13th get me a sedan if possible	17
i'm out of apples, add that to my list	112
why are humans on earth	68
can the 401k i have be rolled over	106
i would like to try and confirm that i have a reservation at outback for josh	26
tell me an axolotl fact	46
do you consider yourself an artificial intelligence being	5
tell me the duration it takes to get a new cc	97
when is the expected arrival of flight dl123	42
was my order delivered	82
please place this track on my driving mix	136
the name is nick	24
does boston restaurant have favorable reviews	102
what's your birthday	52
what is 13 times 57	11
what would you say is a good german dinner idea	67
i need to text joe	119
please notify my bank that i need more checks	81
is this a song that i dont know	144
did i buy too many donuts recently, like last week	115
you need to remind me to do something	95
tell me what to enter into my gps for my current location	31
could you tell me how many pto days do i have left	88
is there any traffic on the road i take home from work right now, rt 40	128
can you tell me what kind of life form you are	5
what is the present status of my credit card application	3
list all purchases of video games	129
how can i make sure that my credit score does not decrease	53
whats a good chinese dinner suggestion	67
i want the next song played	75
check what's on my calendar for tuesday	12
how many miles away am i from madison square garden	37
if the dollar worth a lot in country b	39
please add bananas to my shopping list unless i already did	112
what are you interested in	141
i want to find a round trip flight from denver international to new york international on the 8th to the 16th	9
how much do i have left to pay on my server and domain	7
when did i change my oil	63
how many calories are in powdered donuts	14
what is the minimum amount due on my cable bill	71
turn up your volume	25
if i go to uganda, do i need an international visa	61
i would like to know if my visa card application has been approved	3
how do i change my credit limit	29
what	96
what is the eta on getting a replacement card	97
has my credit card application processed yet	3
how many points do i have with my american express	104
help me reserve a table for 3 at lucky's under the name crystal at 8 pm	101
i want to book a hotel in tampa from may 2 to may 4	10
either of them could be i'm not sure	66
what is the gas level in my gas tank	47
would you skip past this song and just play what comes next	75
contact the bank about fraud activity on my card	98
it seems that my account is blocked and i'm not sure why	1
where am i at currently	31
for under 700 i need a flight from denver international to new york international on the 3rd	9
in seoul, what things can i do	134
what's my income tax	117
can i get a car rental in boise from april 11th to april 13th	17
which time zones does european countries use	123
can you find me an uber and have it here at 7pm	135
is an international visa needed for canada	61
is the bill due this week	8
what do i need to buy	111
where do i find my routing number for my pnc account	107
how do i prevent my credit score from dropping	53
order an amazon gift card from amazon in the amount of twenty dollars	80
how much is my kill bill bill for	7
how many calories are in ice cream	14
how far along is my purchase	82
what's the funniest thing you've got	118
would you skip this song	75
add welcome to the jungle to my workout mix	136
thank you for your help	120
disconnect from phone	116
can you tell me when i should change my oil	79
i want the pin on my wells fargo account to be changed	85
could you talk a little faster	23
create a timer that is set to go off after 25 mins	122
what transactions have i accrued buying dog food	129
i want to be out of whisper mode	146
what's delta's carry on policy	19
what is the meaning of word alliance	34
i need to know how long to cook chicken for	27
what is the time in paris now	121
what is the meaning behind life, do you think	68
what am i listening to right now	144
post the living room lights on	113
i am enrolled in what insurance plan	57
what new credit card should i submit an application for	73
tell me the forecast	140
order a case of coke from amazon	80
i want a clean bootup to factory settings	100
tell me something to make me laugh	118
what's the clock say	121
i need gas so what should i get	48
i'm exploring a possible cycle flight from yyz to dublin for w to aug two	9
how can i jump start my car if my battery is dead	62
how do i rollover my 401k	106
how long will it take for me to get to the gas station	37
what do you think we are on earth for	68
tell me how many much fat is in the hamburger	77
who makes you	148
i need new language	22
how long is the wait at chipotle	51
please show me how to set up my paycheck for direct deposit to my chase account	35
i need to know what my gps coordinates are	31
can i make an appointment for an oil change	108
tell me who your boss is	147
put cancel abc on my calendar for next thursday	13
how might i go about jump starting a car	62
who brought you into existence	148
let my bank know that i am going to tokyo	133
i want to buy an iphone7	80
how much am i being taxed	117
clear something up, are you a robot	5
what time is it in pacific standard time	121
what's today's high and low	140
how do you know if your oil needs changed	79
i need 200 dollars transferred from my long island savings account to my chase checking	130
so what are my current gps coordinates	31
how many days until i get my payment	84
tell me my income amount	54
confirmed	149
i need to reserve a large room or suite for 2 couples for august 15th through august 18th in seattle	10
i ordered new light bulbs online when will they get here	82
what's the time	121
if going to lake placid, ny, how long would it be by bus	37
how good is my card's apr	4
tell me carry-on info for united	19
can you play the song that starts with doo doo doo	86
please tell me how much money i have in my bank accounts	6
when you have free time, what do you do	141
i think i want your name changed to fred	21
is it a short time before i receive my new credit card	97
i need to pay my time warner cable bill	83
i want to hear doctor jokes	118
i want you to set alarms for 2pm and 3pm	2
where is the closest red lobster to my location right now, which is 5th avenue	36
enable whisper mode	146
could you please change your accent to the male british one	20
until next time	49
do i have meetings with anyone today	70
what are your interests	141
i would like brenda to have my location	110
what is your given name	143
how do i get to the grocery store by bus	36
do i need an international visa to get into italy	61
roll a 6 sided die and tell me the result	105
what would be the least i could pay on this bill	71
i need more checks because i am out	81
how can i cash in my visa rewards	93
please send a text to danny saying that i'm running late	119
does mcdonald's have good reviews	102
can you add a doctor's appointment to friday's calendar	13
how long since my car was in the shop	63
how do i get to the court house on foot	36
please set a timer to go off in 45 minutes	122
rolling over my 401k help	106
when did i last get my car checked	63
i need to apply for a new credit card that will match my needs	73
you are correct	149
my card is lost, i would like to report it	99
which day is pay day	84
is my apr high	4
i'm out of clorox wipes so will you put that on my shopping list	112
pay my water bill from my chase account please	83
what oil do i need for my honda crv and how do i change it	78
what is my credit limit on my discover card	28
please tell me when is the next holiday here	74
could you translate water into dutch for me	131
how would i go about getting more checks for my western union account	81
mayonaise has been in my fridge for three years, is it still good to eat	44
can you repeat that question	96
tell me whether i can put a pto request in for may 10 to may 15	89
are there decent seafood restaurants in portland	103
can you give me a traffic update for a trip to the grocery store	128
i couldn't say	66
can i travel to south africa without getting a shot	138
i need a hotel with good reviews in baltimore	10
what kind of insurance do i have	57
what is the current date	33
please change my account to another one	20
what exactly is my credit limit	28
pull up the nutrional info of a 12 oz coke	77
how much pto have i used so far	91
